time,temperature,humidity,vibration,spoilage,remaining_hours
2060,6.74,72.1,0.84,1,7.2
2061,6.53,71.91,0.88,1,7.2
2062,6.77,72.07,1.17,1,7.2
2063,6.47,72.01,1.26,0,7.2
2064,6.0,71.27,1.16,1,7.2
2065,5.72,71.37,1.11,0,7.2
2066,5.57,71.28,1.2,1,7.2
2067,5.34,71.18,1.05,0,12.0
2068,5.66,71.14,1.06,0,7.2
2069,6.14,71.55,1.04,1,7.2
2070,6.65,72.79,1.07,0,7.2
2071,6.01,73.61,1.01,1,7.2
2072,5.96,73.02,1.18,0,7.2
2073,5.71,73.45,1.21,0,7.2
2074,5.63,73.27,1.21,1,7.2
2075,5.23,73.3,1.18,0,12.0
2076,5.44,73.09,1.28,0,12.0
2077,5.1,72.54,1.35,0,12.0
2078,5.07,72.31,1.44,0,12.0
2079,4.89,72.21,1.58,0,12.0
2080,5.35,73.0,1.55,0,12.0
2081,5.72,72.52,1.46,0,7.2
2082,5.1,71.64,1.48,0,12.0
2083,4.95,71.33,1.43,0,12.0
2084,4.53,71.1,1.24,0,12.0
2085,4.88,71.95,1.01,0,12.0
2086,4.74,71.75,0.99,0,12.0
2087,5.04,71.51,0.99,0,12.0
2088,5.94,71.46,1.16,0,7.2
2089,6.09,71.83,1.1,1,7.2
2090,6.08,71.27,1.02,1,7.2
2091,5.96,70.69,1.03,0,7.2
2092,5.81,70.93,0.86,0,7.2
2093,6.13,70.64,0.84,0,7.2
2094,6.04,69.99,0.71,0,7.2
2095,6.29,71.21,0.76,1,7.2
2096,6.05,72.44,0.83,1,7.2
2097,6.09,71.88,0.76,0,7.2
2098,6.6,71.89,0.68,1,7.2
2099,6.6,71.58,0.77,0,7.2
2100,4.57,66.48,1.11,0,12.0
2101,4.6,66.69,1.22,0,12.0
2102,4.26,67.01,1.13,0,12.0
2103,4.82,67.19,1.09,0,12.0
2104,4.95,67.2,1.07,0,12.0
2105,4.4,66.69,1.06,0,12.0
2106,3.9,66.39,1.01,0,12.0
2107,3.66,66.78,0.92,0,12.0
2108,3.69,66.6,0.91,0,12.0
2109,4.17,66.69,0.94,0,12.0
2110,3.94,67.01,1.0,0,12.0
2111,4.09,66.4,0.94,0,12.0
2112,4.52,66.06,1.1,0,12.0
2113,4.35,66.13,1.08,0,12.0
2114,4.1,65.72,1.01,0,12.0
2115,4.14,66.16,1.02,0,12.0
2116,4.13,66.77,1.02,0,12.0
2117,3.97,66.27,1.15,0,12.0
2118,3.87,65.98,1.08,0,12.0
2119,4.24,65.69,1.18,0,12.0
2120,4.17,65.09,1.15,0,12.0
2121,4.16,65.03,1.14,0,12.0
2122,4.06,64.64,1.14,0,12.0
2123,4.22,63.91,1.27,0,12.0
2124,3.11,63.94,1.31,0,12.0
2125,2.93,62.88,1.3,0,12.0
2126,2.98,62.31,1.22,0,12.0
2127,3.27,62.37,1.07,0,12.0
2128,3.41,61.9,0.99,0,12.0
2129,3.47,61.95,0.95,0,12.0
2130,3.32,61.83,0.87,0,12.0
2131,3.64,61.04,0.85,0,12.0
2132,3.21,61.51,0.83,0,12.0
2133,2.89,61.85,0.6,0,12.0
2134,2.97,62.43,0.61,0,12.0
2135,2.82,61.81,0.72,0,12.0
2136,3.1,61.48,0.66,0,12.0
2137,3.45,61.75,0.48,0,12.0
2138,3.4,61.63,0.51,0,12.0
2139,3.4,61.38,0.52,0,12.0
2140,3.26,63.08,0.54,0,12.0
2141,3.26,64.01,0.4,0,12.0
2142,3.23,63.53,0.46,0,12.0
2143,3.08,63.82,0.51,0,12.0
2144,3.31,64.08,0.49,0,12.0
2145,2.89,64.59,0.63,0,12.0
2146,2.61,64.96,0.52,0,12.0
2147,2.67,65.16,0.47,0,12.0
2148,2.7,65.59,0.46,0,12.0
2149,2.5,64.97,0.42,0,12.0
2150,7.82,71.52,2.54,1,7.2
2151,7.74,71.82,2.68,0,7.2
2152,8.15,72.54,2.71,1,7.2
2153,8.16,72.76,2.75,0,7.2
2154,8.15,72.33,2.87,0,7.2
2155,8.16,72.82,3.13,0,7.2
2156,8.51,73.02,3.16,1,2.4
2157,8.17,72.44,3.19,0,7.2
2158,8.15,72.57,3.13,0,7.2
2159,8.0,73.37,3.26,0,7.2
2160,7.93,73.8,3.22,0,7.2
2161,7.35,74.18,3.18,1,7.2
2162,6.86,74.46,2.98,0,7.2
2163,7.09,74.95,3.02,0,7.2
2164,6.96,75.28,2.75,0,7.2
2165,7.28,76.26,2.81,0,7.2
2166,7.43,77.06,2.66,0,7.2
2167,7.63,77.87,2.45,0,7.2
2168,7.89,78.54,2.57,0,7.2
2169,7.66,78.94,2.78,0,7.2
2170,7.38,79.68,2.62,0,7.2
2171,7.54,79.52,2.41,0,7.2
2172,7.16,79.55,2.59,0,7.2
2173,7.22,78.82,2.71,0,7.2
2174,7.2,80.18,2.54,0,7.2
2175,7.39,80.07,2.53,0,7.2
2176,7.01,80.51,2.53,0,7.2
2177,7.34,79.33,2.56,0,7.2
2178,6.78,78.87,2.47,1,7.2
2179,7.19,79.75,2.43,0,7.2
2180,7.34,80.1,2.39,0,7.2
2181,7.22,79.86,2.38,0,7.2
2182,7.4,79.9,2.52,0,7.2
2183,7.42,79.87,2.5,0,7.2
2184,7.2,79.52,2.54,0,7.2
2185,7.36,77.91,2.58,0,7.2
2186,7.21,77.91,2.53,0,7.2
2187,7.67,78.59,2.46,1,7.2
2188,7.91,79.06,2.4,0,7.2
2189,7.58,79.64,2.32,0,7.2
2190,7.49,79.13,2.2,0,7.2
2191,8.09,80.08,2.19,0,7.2
2192,7.97,80.42,2.31,1,7.2
2193,7.4,81.01,2.21,0,7.2
2194,7.18,80.79,2.16,1,7.2
2195,7.37,80.81,2.22,0,7.2
2196,6.77,80.59,2.47,1,7.2
2197,6.6,80.55,2.57,0,7.2
2198,6.53,80.98,2.56,0,7.2
2199,6.68,81.05,2.56,0,7.2
2200,4.47,68.98,1.12,0,12.0
2201,4.43,69.25,1.1,0,12.0
2202,5.15,69.67,0.99,0,12.0
2203,5.7,69.31,0.99,1,7.2
2204,5.52,69.58,1.1,0,7.2
2205,5.66,70.11,0.97,0,7.2
2206,5.33,69.73,0.88,0,12.0
2207,5.37,69.63,0.93,0,12.0
2208,5.37,68.87,0.96,0,12.0
2209,4.84,68.43,0.92,0,12.0
2210,4.71,67.61,1.06,0,12.0
2211,5.2,68.73,1.17,0,12.0
2212,5.08,68.52,1.13,0,12.0
2213,5.68,68.47,1.25,0,7.2
2214,5.66,69.08,1.31,0,7.2
2215,5.52,69.09,1.19,0,7.2
2216,5.53,69.62,1.07,1,7.2
2217,5.43,69.53,1.14,0,12.0
2218,5.53,68.75,1.26,0,7.2
2219,6.04,67.95,1.23,1,7.2
2220,6.2,69.05,1.08,1,7.2
2221,5.96,69.09,0.77,0,7.2
2222,5.47,68.92,0.69,0,12.0
2223,5.69,69.11,0.59,0,7.2
2224,5.62,68.61,0.48,0,7.2
2225,5.63,67.94,0.45,0,7.2
2226,6.01,68.0,0.61,1,7.2
2227,5.8,68.31,0.55,1,7.2
2228,5.53,67.88,0.52,0,7.2
2229,5.98,68.15,0.45,1,7.2
2230,6.14,68.19,0.35,0,7.2
2231,5.94,67.81,0.42,0,7.2
2232,5.54,68.24,0.55,1,7.2
2233,5.55,68.85,0.71,0,7.2
2234,5.92,69.12,0.71,0,7.2
2235,6.07,70.08,0.64,0,7.2
2236,6.08,69.9,0.57,0,7.2
2237,6.32,69.88,0.73,1,7.2
2238,5.87,69.55,0.86,0,7.2
2239,5.59,69.65,0.95,0,7.2
2240,5.2,69.28,0.95,0,12.0
2241,5.93,69.27,0.97,0,7.2
2242,5.58,68.52,0.98,0,7.2
2243,5.85,69.22,0.9,0,7.2
2244,6.35,69.6,1.03,1,7.2
2245,6.03,68.44,0.97,0,7.2
2246,6.32,68.57,0.87,0,7.2
2247,5.83,67.82,0.91,1,7.2
2248,6.14,67.3,1.17,0,7.2
2249,6.26,66.91,1.23,0,7.2
2250,4.24,69.54,0.69,0,12.0
2251,4.42,70.25,0.73,0,12.0
2252,4.66,69.72,0.83,0,12.0
2253,4.59,70.05,0.66,0,12.0
2254,4.78,68.93,0.63,0,12.0
2255,4.27,69.25,0.64,0,12.0
2256,4.04,69.97,0.55,0,12.0
2257,3.13,70.22,0.37,0,12.0
2258,2.87,69.96,0.23,0,12.0
2259,2.72,69.26,0.25,0,12.0
2260,2.35,69.28,0.36,0,12.0
2261,2.59,69.24,0.26,0,12.0
2262,2.64,68.89,0.28,0,12.0
2263,2.12,69.29,0.29,0,12.0
2264,2.78,69.94,0.34,0,12.0
2265,2.75,69.58,0.44,0,12.0
2266,2.68,70.16,0.48,0,12.0
2267,2.8,70.46,0.39,0,12.0
2268,2.49,69.93,0.49,0,12.0
2269,2.21,69.52,0.55,0,12.0
2270,2.13,69.33,0.5,0,12.0
2271,2.0,68.85,0.62,0,12.0
2272,2.0,67.9,0.52,0,12.0
2273,2.11,68.07,0.49,0,12.0
2274,2.0,67.37,0.52,0,12.0
2275,2.25,68.01,0.41,0,12.0
2276,2.66,67.98,0.41,0,12.0
2277,2.93,67.71,0.2,0,12.0
2278,3.14,67.89,0.16,0,12.0
2279,3.33,68.3,0.01,0,12.0
2280,3.33,67.16,0.0,0,12.0
2281,3.22,67.41,0.0,0,12.0
2282,3.1,65.8,0.06,0,12.0
2283,3.07,65.84,0.0,0,12.0
2284,3.19,66.67,0.0,0,12.0
2285,3.38,66.23,0.0,0,12.0
2286,2.92,66.63,0.02,0,12.0
2287,2.56,66.23,0.02,0,12.0
2288,2.84,66.97,0.01,0,12.0
2289,2.43,67.09,0.19,0,12.0
2290,2.0,66.61,0.25,0,12.0
2291,2.05,66.34,0.27,0,12.0
2292,2.34,66.29,0.25,0,12.0
2293,2.52,66.15,0.37,0,12.0
2294,3.12,65.71,0.24,0,12.0
2295,3.24,65.06,0.11,0,12.0
2296,2.62,64.87,0.11,0,12.0
2297,2.47,65.57,0.24,0,12.0
2298,3.04,65.59,0.36,0,12.0
2299,3.14,65.69,0.31,0,12.0
2300,4.34,65.06,0.8,0,12.0
2301,4.31,65.38,0.7,0,12.0
2302,4.71,64.92,0.65,0,12.0
2303,4.51,64.06,0.55,0,12.0
2304,4.29,64.0,0.25,0,12.0
2305,4.51,64.35,0.37,0,12.0
2306,4.06,64.2,0.46,0,12.0
2307,4.37,64.94,0.47,0,12.0
2308,4.35,64.17,0.58,0,12.0
2309,4.21,64.18,0.58,0,12.0
2310,3.5,63.78,0.62,0,12.0
2311,3.48,64.01,0.7,0,12.0
2312,3.23,63.75,0.69,0,12.0
2313,3.47,63.63,0.51,0,12.0
2314,3.41,64.0,0.64,0,12.0
2315,3.49,63.26,0.6,0,12.0
2316,3.63,63.69,0.65,0,12.0
2317,3.56,64.12,0.59,0,12.0
2318,3.61,64.49,0.65,0,12.0
2319,3.79,64.78,0.54,0,12.0
2320,3.8,64.33,0.51,0,12.0
2321,3.45,64.5,0.32,0,12.0
2322,3.63,64.51,0.51,0,12.0
2323,3.57,64.4,0.58,0,12.0
2324,3.53,64.54,0.68,0,12.0
2325,3.45,65.14,0.51,0,12.0
2326,3.93,64.24,0.64,0,12.0
2327,3.37,65.24,0.66,0,12.0
2328,3.08,66.17,0.55,0,12.0
2329,3.02,67.47,0.59,0,12.0
2330,2.41,67.33,0.55,0,12.0
2331,2.46,67.31,0.61,0,12.0
2332,2.01,67.04,0.64,0,12.0
2333,2.0,67.59,0.56,0,12.0
2334,2.04,67.53,0.46,0,12.0
2335,2.06,66.88,0.42,0,12.0
2336,2.07,66.16,0.48,0,12.0
2337,2.15,66.43,0.48,0,12.0
2338,2.0,66.43,0.54,0,12.0
2339,2.0,65.87,0.52,0,12.0
2340,2.0,65.87,0.49,0,12.0
2341,2.05,66.48,0.54,0,12.0
2342,2.06,65.92,0.47,0,12.0
2343,2.32,65.69,0.37,0,12.0
2344,2.95,66.45,0.36,0,12.0
2345,2.62,66.81,0.31,0,12.0
2346,2.89,66.57,0.48,0,12.0
2347,2.73,67.75,0.5,0,12.0
2348,3.15,67.48,0.37,0,12.0
2349,2.46,68.12,0.37,0,12.0
2350,12.06,69.45,4.14,1,2.4
2351,12.04,69.09,4.05,1,2.4
2352,12.14,68.42,4.03,1,2.4
2353,12.24,69.07,4.09,1,2.4
2354,12.03,69.66,4.06,1,2.4
2355,11.66,69.57,4.21,1,2.4
2356,11.71,69.58,4.37,1,2.4
2357,11.28,68.94,4.21,1,2.4
2358,11.39,69.02,4.36,1,2.4
2359,11.46,68.82,4.36,1,2.4
2360,11.5,67.98,4.63,1,2.4
2361,11.65,68.09,4.7,1,2.4
2362,11.86,68.02,4.63,1,2.4
2363,12.04,68.21,4.55,1,2.4
2364,12.47,68.36,4.62,1,2.4
2365,12.89,68.37,4.66,1,2.4
2366,13.13,68.01,4.66,1,2.4
2367,13.17,67.53,4.89,1,2.4
2368,12.75,66.88,5.0,1,2.4
2369,12.96,66.37,5.0,1,2.4
2370,13.4,66.35,5.0,1,2.4
2371,12.88,66.7,5.0,1,2.4
2372,13.15,66.6,4.97,1,2.4
2373,13.28,67.0,5.0,1,2.4
2374,13.6,66.49,4.98,1,2.4
2375,13.31,66.3,5.0,1,2.4
2376,13.35,67.6,5.0,1,2.4
2377,13.36,67.66,4.94,1,2.4
2378,13.35,68.22,4.95,1,2.4
2379,13.11,67.76,4.9,1,2.4
2380,13.13,68.36,4.77,1,2.4
2381,13.04,68.43,4.59,1,2.4
2382,12.79,68.09,4.51,1,2.4
2383,12.84,68.01,4.45,1,2.4
2384,12.97,68.87,4.61,1,2.4
2385,12.39,69.16,4.6,1,2.4
2386,12.44,68.96,4.61,1,2.4
2387,12.49,68.67,4.52,1,2.4
2388,12.35,68.79,4.58,1,2.4
2389,12.61,68.54,4.61,1,2.4
2390,12.9,69.12,4.6,1,2.4
2391,12.83,69.22,4.49,1,2.4
2392,12.77,69.59,4.55,1,2.4
2393,12.69,69.7,4.47,1,2.4
2394,12.9,69.66,4.44,1,2.4
2395,12.79,69.63,4.4,1,2.4
2396,12.99,69.43,4.55,1,2.4
2397,13.43,68.99,4.56,1,2.4
2398,13.24,68.82,4.76,1,2.4
2399,13.14,69.0,4.82,1,2.4
2400,2.28,77.45,0.55,0,12.0
2401,2.54,77.82,0.56,0,12.0
2402,2.0,78.04,0.53,0,12.0
2403,2.42,78.62,0.44,0,12.0
2404,2.59,78.92,0.49,0,12.0
2405,2.71,79.24,0.64,0,12.0
2406,2.55,78.78,0.72,0,12.0
2407,2.0,79.11,0.77,0,12.0
2408,2.0,78.79,0.93,0,12.0
2409,2.0,78.9,0.83,0,12.0
2410,2.0,79.86,0.84,0,12.0
2411,2.16,79.8,0.69,0,12.0
2412,2.0,80.39,0.7,0,12.0
2413,2.0,80.38,0.77,0,12.0
2414,2.14,79.99,0.61,0,12.0
2415,2.01,80.55,0.7,0,12.0
2416,2.14,80.46,0.65,0,12.0
2417,2.09,80.85,0.75,0,12.0
2418,2.01,82.12,0.76,0,12.0
2419,2.0,82.86,0.55,0,12.0
2420,2.14,82.82,0.7,0,12.0
2421,2.33,82.89,0.76,0,12.0
2422,2.01,83.38,0.63,0,12.0
2423,2.12,83.39,0.45,0,12.0
2424,2.14,83.54,0.39,0,12.0
2425,2.0,83.78,0.42,0,12.0
2426,2.07,83.79,0.37,0,12.0
2427,2.75,83.64,0.28,0,12.0
2428,2.77,83.55,0.25,0,12.0
2429,3.33,82.98,0.25,0,12.0
2430,3.01,82.71,0.43,0,12.0
2431,3.09,82.85,0.33,0,12.0
2432,2.97,83.76,0.38,0,12.0
2433,2.86,83.98,0.41,0,12.0
2434,2.61,83.79,0.63,0,12.0
2435,2.73,83.01,0.68,0,12.0
2436,3.12,82.56,0.64,0,12.0
2437,3.56,82.57,0.62,0,12.0
2438,3.16,83.11,0.61,0,12.0
2439,2.51,82.32,0.55,0,12.0
2440,2.18,81.87,0.78,0,12.0
2441,2.4,80.58,0.75,0,12.0
2442,2.37,79.84,0.81,0,12.0
2443,2.0,80.39,0.95,0,12.0
2444,2.71,79.6,0.81,0,12.0
2445,2.91,80.19,0.89,0,12.0
2446,3.24,80.88,0.91,0,12.0
2447,3.17,80.2,0.88,0,12.0
2448,3.13,79.72,0.88,0,12.0
2449,2.81,80.28,0.92,0,12.0
2450,7.16,65.45,1.99,1,7.2
2451,6.75,65.5,2.14,1,7.2
2452,7.02,65.38,2.06,0,7.2
2453,6.74,65.19,2.2,0,7.2
2454,6.83,65.08,2.22,0,7.2
2455,7.2,63.89,2.16,1,7.2
2456,7.13,63.39,2.16,0,7.2
2457,6.49,62.81,2.17,0,7.2
2458,6.28,62.53,2.36,1,7.2
2459,5.95,62.37,2.56,0,7.2
2460,6.39,61.71,2.68,1,7.2
2461,6.39,61.61,2.66,0,7.2
2462,6.31,61.79,2.68,1,7.2
2463,6.41,61.48,2.61,0,7.2
2464,6.25,61.03,2.51,0,7.2
2465,6.11,60.76,2.56,0,7.2
2466,6.18,60.79,2.48,0,7.2
2467,6.07,60.84,2.5,0,7.2
2468,6.2,59.88,2.53,1,7.2
2469,6.02,59.9,2.49,1,7.2
2470,5.84,60.18,2.5,0,7.2
2471,5.32,60.14,2.61,0,12.0
2472,5.43,60.81,2.54,0,12.0
2473,5.77,60.55,2.62,0,7.2
2474,5.73,59.8,2.51,1,7.2
2475,5.47,60.02,2.45,0,12.0
2476,5.15,60.45,2.44,0,12.0
2477,5.01,60.47,2.71,0,12.0
2478,5.35,61.05,2.75,0,12.0
2479,5.4,59.85,2.68,0,12.0
2480,5.26,58.91,2.57,0,12.0
2481,4.66,58.89,2.65,0,12.0
2482,5.0,59.1,2.55,0,12.0
2483,4.42,58.22,2.42,0,12.0
2484,4.15,58.14,2.32,0,12.0
2485,4.25,58.03,2.32,0,12.0
2486,4.59,57.44,2.37,0,12.0
2487,4.59,57.27,2.46,0,12.0
2488,4.85,56.8,2.44,0,12.0
2489,4.94,56.66,2.5,0,12.0
2490,5.02,57.58,2.34,0,12.0
2491,4.98,57.12,2.4,0,12.0
2492,4.5,57.3,2.34,0,12.0
2493,4.28,56.57,2.29,0,12.0
2494,4.6,56.56,2.36,0,12.0
2495,5.1,56.69,2.3,0,12.0
2496,5.24,56.42,2.25,0,12.0
2497,4.79,56.88,2.21,0,12.0
2498,4.84,56.36,2.25,0,12.0
2499,4.61,56.29,2.34,0,12.0
2500,8.34,72.68,1.71,1,7.2
2501,8.31,72.27,1.68,0,7.2
2502,8.17,72.83,1.84,0,7.2
2503,8.63,72.84,1.93,1,2.4
2504,8.66,72.83,1.8,1,2.4
2505,8.65,73.51,1.81,1,2.4
2506,8.85,73.84,1.7,1,2.4
2507,9.11,73.68,1.68,1,2.4
2508,9.74,73.98,1.62,1,2.4
2509,9.76,74.0,1.78,1,2.4
2510,9.77,75.1,1.65,1,2.4
2511,9.76,74.72,1.6,1,2.4
2512,9.62,74.37,1.78,1,2.4
2513,10.04,74.57,1.73,1,2.4
2514,9.84,74.94,1.76,1,2.4
2515,9.8,75.21,1.85,1,2.4
2516,9.75,74.82,1.72,1,2.4
2517,9.83,75.9,1.61,1,2.4
2518,10.16,75.56,1.56,1,2.4
2519,10.43,75.43,1.58,1,2.4
2520,10.5,75.1,1.67,1,2.4
2521,10.48,74.4,1.58,1,2.4
2522,9.54,74.43,1.71,1,2.4
2523,9.23,74.72,1.76,1,2.4
2524,9.01,75.49,1.73,1,2.4
2525,9.61,74.67,1.7,1,2.4
2526,9.56,74.65,1.77,1,2.4
2527,10.58,74.88,1.78,1,2.4
2528,10.25,73.93,1.89,1,2.4
2529,10.09,75.24,1.98,1,2.4
2530,10.19,75.43,2.02,1,2.4
2531,9.98,74.56,1.97,1,2.4
2532,9.98,74.23,1.84,1,2.4
2533,9.75,74.75,1.91,1,2.4
2534,9.81,75.05,1.8,1,2.4
2535,9.57,75.2,1.7,1,2.4
2536,9.6,74.57,1.53,1,2.4
2537,9.82,75.08,1.47,1,2.4
2538,9.36,73.98,1.66,1,2.4
2539,9.4,73.67,1.62,1,2.4
2540,8.82,73.98,1.82,1,2.4
2541,8.59,75.18,1.81,1,2.4
2542,9.09,75.33,1.84,1,2.4
2543,9.64,75.72,1.88,1,2.4
2544,9.06,74.97,1.92,1,2.4
2545,9.5,75.03,1.86,1,2.4
2546,8.95,74.64,1.87,1,2.4
2547,8.69,74.16,1.87,1,2.4
2548,9.13,74.5,1.9,1,2.4
2549,9.18,74.78,1.89,1,2.4
2550,10.69,71.93,2.56,1,2.4
2551,10.43,71.84,2.5,1,2.4
2552,9.87,72.23,2.5,1,2.4
2553,10.08,72.23,2.51,1,2.4
2554,9.41,72.69,2.4,1,2.4
2555,9.16,72.42,2.2,1,2.4
2556,8.99,72.1,2.16,1,2.4
2557,8.48,72.56,2.2,0,7.2
2558,8.34,71.98,2.17,0,7.2
2559,8.95,71.44,2.1,1,2.4
2560,8.93,71.96,2.31,1,2.4
2561,9.34,71.93,2.53,1,2.4
2562,9.51,71.44,2.54,1,2.4
2563,9.31,70.81,2.42,1,2.4
2564,9.27,71.19,2.53,1,2.4
2565,8.89,71.04,2.58,1,2.4
2566,8.94,71.39,2.54,1,2.4
2567,9.32,71.38,2.61,1,2.4
2568,9.21,71.41,2.45,1,2.4
2569,8.95,71.31,2.46,1,2.4
2570,9.76,71.12,2.32,1,2.4
2571,10.27,71.66,2.21,1,2.4
2572,10.41,72.08,2.23,1,2.4
2573,10.51,71.76,2.28,1,2.4
2574,10.36,70.44,2.3,1,2.4
2575,9.86,70.94,2.18,1,2.4
2576,9.12,70.06,2.18,1,2.4
2577,9.18,69.35,2.07,1,2.4
2578,9.17,69.84,1.95,1,2.4
2579,9.29,68.97,1.98,1,2.4
2580,9.51,69.23,2.08,1,2.4
2581,9.79,70.15,2.09,1,2.4
2582,10.35,69.68,2.07,1,2.4
2583,10.31,69.16,1.84,1,2.4
2584,10.57,68.7,1.8,1,2.4
2585,11.05,68.98,1.97,1,2.4
2586,11.09,69.26,1.95,1,2.4
2587,10.83,69.54,1.9,1,2.4
2588,11.02,69.25,1.88,1,2.4
2589,11.0,69.79,1.84,1,2.4
2590,11.35,69.34,1.87,1,2.4
2591,11.15,69.89,1.79,1,2.4
2592,10.93,69.27,1.8,1,2.4
2593,11.11,69.51,1.78,1,2.4
2594,10.91,69.37,1.76,1,2.4
2595,10.99,69.46,1.93,1,2.4
2596,11.0,69.64,1.94,1,2.4
2597,10.9,69.82,1.9,1,2.4
2598,10.88,70.4,1.85,1,2.4
2599,11.0,69.16,1.83,1,2.4
2600,13.44,72.23,2.54,1,2.4
2601,13.43,73.18,2.41,1,2.4
2602,14.02,73.56,2.45,1,2.4
2603,13.73,73.85,2.38,1,2.4
2604,14.11,73.36,2.37,1,2.4
2605,13.94,72.87,2.44,1,2.4
2606,14.1,73.47,2.26,1,2.4
2607,14.42,74.72,2.22,1,2.4
2608,14.99,74.59,2.08,1,2.4
2609,14.9,75.12,2.0,1,2.4
2610,14.72,75.41,2.0,1,2.4
2611,14.89,75.53,2.04,1,2.4
2612,14.76,75.65,1.95,1,2.4
2613,15.0,75.33,2.06,1,2.4
2614,14.93,75.43,2.01,1,2.4
2615,14.63,74.56,1.91,1,2.4
2616,14.53,74.67,2.01,1,2.4
2617,14.39,74.22,1.87,1,2.4
2618,14.54,74.92,1.99,1,2.4
2619,14.75,75.24,2.16,1,2.4
2620,14.85,75.56,2.13,1,2.4
2621,14.44,75.22,2.13,1,2.4
2622,14.46,76.18,2.14,1,2.4
2623,14.81,75.96,2.11,1,2.4
2624,14.42,75.59,2.16,1,2.4
2625,14.42,76.06,2.18,1,2.4
2626,14.31,77.14,2.17,1,2.4
2627,14.66,76.94,2.24,1,2.4
2628,14.94,77.04,2.0,1,2.4
2629,14.94,77.66,2.06,1,2.4
2630,15.0,76.79,1.98,1,2.4
2631,15.0,77.0,2.11,1,2.4
2632,14.96,77.2,2.11,1,2.4
2633,14.66,76.07,2.15,1,2.4
2634,14.71,75.77,1.99,1,2.4
2635,14.9,75.63,2.04,1,2.4
2636,15.0,74.56,1.97,1,2.4
2637,14.94,75.29,1.81,1,2.4
2638,15.0,75.36,1.8,1,2.4
2639,14.94,75.14,1.91,1,2.4
2640,14.62,75.31,1.87,1,2.4
2641,14.39,76.6,1.91,1,2.4
2642,14.58,77.17,1.77,1,2.4
2643,15.0,75.92,1.69,1,2.4
2644,14.86,76.21,1.71,1,2.4
2645,14.81,76.2,1.61,1,2.4
2646,14.36,76.57,1.68,1,2.4
2647,14.84,76.17,1.75,1,2.4
2648,14.75,76.77,1.85,1,2.4
2649,14.82,76.6,1.95,1,2.4
2650,11.13,65.98,4.41,1,2.4
2651,11.13,65.59,4.3,1,2.4
2652,11.35,65.46,4.33,1,2.4
2653,10.85,65.3,4.21,1,2.4
2654,10.99,65.8,4.36,1,2.4
2655,10.81,65.23,4.32,1,2.4
2656,10.6,65.45,4.18,1,2.4
2657,10.07,65.28,4.25,1,2.4
2658,9.76,65.7,4.29,1,2.4
2659,10.22,65.3,4.12,1,2.4
2660,10.4,65.44,4.15,1,2.4
2661,10.09,65.83,4.08,1,2.4
2662,10.15,65.6,4.12,1,2.4
2663,9.79,65.85,4.18,1,2.4
2664,9.83,66.67,4.2,1,2.4
2665,10.1,66.71,4.29,1,2.4
2666,9.64,66.73,4.17,1,2.4
2667,9.68,66.92,4.25,1,2.4
2668,9.83,66.76,4.18,1,2.4
2669,9.13,66.79,4.29,1,2.4
2670,9.16,66.75,4.31,1,2.4
2671,9.05,66.84,4.27,1,2.4
2672,8.78,66.81,4.26,1,2.4
2673,9.34,66.4,4.24,1,2.4
2674,9.26,66.18,4.29,1,2.4
2675,9.93,66.02,4.34,1,2.4
2676,9.36,65.82,4.5,1,2.4
2677,9.34,66.07,4.44,1,2.4
2678,9.42,66.89,4.32,1,2.4
2679,10.08,66.12,4.27,1,2.4
2680,9.82,65.98,4.19,1,2.4
2681,9.55,65.39,4.25,1,2.4
2682,9.48,65.14,4.28,1,2.4
2683,9.03,65.29,4.27,1,2.4
2684,9.01,65.55,4.44,1,2.4
2685,9.11,65.45,4.32,1,2.4
2686,8.39,65.52,4.19,1,7.2
2687,7.63,65.64,4.16,0,7.2
2688,7.89,66.09,4.01,0,7.2
2689,7.84,66.14,4.06,0,7.2
2690,7.92,66.1,3.98,0,7.2
2691,7.41,64.72,4.14,1,7.2
2692,7.38,65.0,4.18,0,7.2
2693,7.25,65.72,4.05,0,7.2
2694,7.33,66.13,4.13,0,7.2
2695,7.41,66.65,4.1,1,7.2
2696,7.13,65.58,4.18,0,7.2
2697,6.76,65.4,4.21,0,7.2
2698,6.45,65.58,4.27,0,7.2
2699,6.62,65.35,4.43,0,7.2
2700,9.74,65.8,3.89,1,2.4
2701,9.65,66.29,3.71,1,2.4
2702,9.29,67.2,3.58,1,2.4
2703,9.45,67.57,3.39,1,2.4
2704,8.93,68.2,3.29,1,2.4
2705,8.64,67.94,3.2,1,2.4
2706,8.8,67.35,3.0,1,2.4
2707,9.15,66.79,2.92,1,2.4
2708,9.4,66.82,3.04,1,2.4
2709,9.65,66.6,3.14,1,2.4
2710,9.7,66.3,3.17,1,2.4
2711,9.31,66.71,3.24,1,2.4
2712,9.35,65.75,3.35,1,2.4
2713,9.48,65.74,3.34,1,2.4
2714,9.32,65.57,3.41,1,2.4
2715,9.16,65.43,3.4,1,2.4
2716,9.13,65.12,3.38,1,2.4
2717,9.23,64.67,3.37,1,2.4
2718,9.81,64.64,3.27,1,2.4
2719,9.5,64.01,3.44,1,2.4
2720,9.8,63.36,3.46,1,2.4
2721,10.17,63.34,3.41,1,2.4
2722,10.84,62.39,3.67,1,2.4
2723,10.86,63.04,3.55,1,2.4
2724,10.64,62.5,3.54,1,2.4
